rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,title,author,book_image,amazon_product_url,week,nyt_list
1,0,1,9780345541444,Ballantine,The psychologist Alex Delaware and the L.A.P.D. Lt. Milo Sturgis investigate the mysterious death of an elderly woman.,HEARTBREAK HOTEL,JONATHAN KELLERMAN,https://storage.googleapis.com/du-prd/books/images/9780345541444.jpg,https://www.amazon.com/Heartbreak-Hotel-Alex-Delaware-Novel-ebook/dp/B01FBZZNEG?tag=NYTBSREV-20,2017-03-05,Combined Print & E-Book Fiction
2,0,1,9780812995343,Random House,"Visiting the grave of his recently deceased young son in 1862, Lincoln encounters a cemetery full of ghosts.",LINCOLN IN THE BARDO,GEORGE SAUNDERS,https://storage.googleapis.com/du-prd/books/images/9780812995343.jpg,https://www.amazon.com/Lincoln-Bardo-Novel-George-Saunders/dp/0812995341?tag=NYTBSREV-20,2017-03-05,Combined Print & E-Book Fiction
3,0,1,A00B01LBPLEG6,Waterhouse Press,Jonah falls for his brother's therapist while trying to unravel his family's abduction.,BURN,HELEN HARDT,https://storage.googleapis.com/du-prd/books/images/A00B01LBPLEG6.jpg,https://www.amazon.com/Burn-Steel-Brothers-Saga-Book-ebook/dp/B01LBPLEG6?tag=NYTBSREV-20,2017-03-05,Combined Print & E-Book Fiction
4,0,1,9780062398949,Katherine Tegen,"In this second novel in the series, Moriarty joins Holmes and Watson for a cross-European caper.",THE LAST OF AUGUST,BRITTANY CAVALLARO,https://storage.googleapis.com/du-prd/books/images/9780062398949.jpg,https://www.amazon.com/Last-August-Charlotte-Holmes-Novel/dp/0062398946?tag=NYTBSREV-20,2017-03-05,Young Adult Hardcover
9,0,1,9780316273251,"Little, Brown",Fire-in-her-veins Ruby must free a kingdom from the Frost King.,FROSTBLOOD,ELLY BLAKE,https://storage.googleapis.com/du-prd/books/images/9780316273251.jpg,https://www.amazon.com/Frostblood-Saga-Elly-Blake/dp/0316273252?tag=NYTBSREV-20,2017-03-05,Young Adult Hardcover
10,0,1,9780698406858,Berkley,"Court Gentry, now working for the C.I.A., pursues a Chinese hacker who is on the run.",GUNMETAL GRAY,MARK GREANEY,https://storage.googleapis.com/du-prd/books/images/9780698406858.jpg,https://www.amazon.com/Gunmetal-Gray-Man-Mark-Greaney-ebook/dp/B01FEY5ETS?tag=NYTBSREV-20,2017-03-05,Combined Print & E-Book Fiction
1,0,1,9781250123145,St. Martin's,"Lt. Eve Dallas of the N.Y.P.D. investigates a fatal home invasion. By Nora Roberts, writing pseudonymously.",ECHOES IN DEATH,J D ROBB,https://storage.googleapis.com/du-prd/books/images/9781250123145.jpg,https://www.amazon.com/Echoes-Death-Dallas-Novel-Book-ebook/dp/B01GNYVS52?tag=NYTBSREV-20,2017-02-26,Combined Print & E-Book Fiction
2,0,1,9780393609097,Norton,A retelling of Norse folklore.,NORSE MYTHOLOGY,NEIL GAIMAN,https://storage.googleapis.com/du-prd/books/images/9780393609097.jpg,https://www.amazon.com/Norse-Mythology-Neil-Gaiman/dp/039360909X?tag=NYTBSREV-20,2017-02-26,Combined Print & E-Book Fiction
3,0,1,9781250079213,St. Martin's,"When the Goblin King takes her sister, Liesl heads to the Underground to save her.",WINTERSONG,S JAE-JONES,https://storage.googleapis.com/du-prd/books/images/9781250079213.jpg,https://www.amazon.com/Wintersong-Novel-S-Jae-Jones/dp/1250079217?tag=NYTBSREV-20,2017-02-26,Young Adult Hardcover
6,0,1,9780547345666,Houghton Mifflin Harcourt,"In the Republic of Gilead's dystopian future, men and women perform the services assigned to them.",THE HANDMAID'S TALE,MARGARET ATWOOD,https://storage.googleapis.com/du-prd/books/images/9780547345666.jpg,https://www.amazon.com/Handmaids-Tale-Margaret-Atwood-ebook/dp/B003JFJHTS?tag=NYTBSREV-20,2017-02-26,Combined Print & E-Book Fiction
9,0,1,9780698411395,Jove,"An artist paints the portrait of a haughty teacher, eventually capturing her softer side.",SOMEONE TO HOLD,MARY BALOGH,https://storage.googleapis.com/du-prd/books/images/9780698411395.jpg,https://www.amazon.com/Someone-Hold-Westcott-Novel-Balogh-ebook/dp/B01H17U9E6?tag=NYTBSREV-20,2017-02-26,Combined Print & E-Book Fiction
13,0,1,9780812998276,Dial,A young woman fired from her job in London is forced to reconsider the meaning of success.,MY NOT SO PERFECT LIFE,SOPHIE KINSELLA,https://storage.googleapis.com/du-prd/books/images/9780812998276.jpg,https://www.amazon.com/My-Not-So-Perfect-Life-ebook/dp/B01GYPY88Y?tag=NYTBSREV-20,2017-02-26,Combined Print & E-Book Fiction
1,0,1,9780698411432,Dutton,"The former F.B.I. profiler Pierce Quincy and his partner, Rainie Conner, foster a girl whose older brother murdered their drunken father. Now, eight years later, he has killed again.",RIGHT BEHIND YOU,LISA GARDNER,https://storage.googleapis.com/du-prd/books/images/9780698411432.jpg,https://www.amazon.com/Right-Behind-You-Lisa-Gardner-ebook/dp/B01FEY5D8U?tag=NYTBSREV-20,2017-02-19,Combined Print & E-Book Fiction
2,0,1,9781250095251,Flatiron,"Scarlett realizes her dream of attending an annual audience-participation performance, but at what cost to her sister?",CARAVAL,STEPHANIE GARBER,https://storage.googleapis.com/du-prd/books/images/9781250095251.jpg,https://www.amazon.com/Caraval-Stephanie-Garber/dp/1250095255?tag=NYTBSREV-20,2017-02-19,Young Adult Hardcover
6,0,1,9780062389466,Avon,"An arrogant inventor will stop at nothing, even kidnapping, to claim a workaholic widow.",SEVEN MINUTES IN HEAVEN,ELOISA JAMES,https://storage.googleapis.com/du-prd/books/images/9780062389466.jpg,https://www.amazon.com/Seven-Minutes-Heaven-Eloisa-James-ebook/dp/B01FD9AZ6Q?tag=NYTBSREV-20,2017-02-19,Combined Print & E-Book Fiction
7,0,1,9781939962676,Golden Unicorn Enterprises,"Seeking the release of her kidnapped sister, a young professional reconnects with her former flame's twin brother, now a senator.",BILLIONAIRE UNKNOWN,J S SCOTT,https://storage.googleapis.com/du-prd/books/images/9781939962676.jpg,https://www.amazon.com/Billionaire-Billionaires-Obsession-~-Blake-ebook/dp/B01G4LZVGG?tag=NYTBSREV-20,2017-02-19,Combined Print & E-Book Fiction
8,0,1,9781101147139,Berkley,"Waking in a graveyard, an amnesiac anthropologist pieces together her abusive past with a film star. First published in 1995.",PICTURE PERFECT,JODI PICOULT,https://storage.googleapis.com/du-prd/books/images/9781101147139.jpg,https://www.amazon.com/Picture-Perfect-Jodi-Picoult-ebook/dp/B000QUEHP8?tag=NYTBSREV-20,2017-02-19,Combined Print & E-Book Fiction
14,0,1,9780062273628,Avon,A runaway heads for the heather with her swarthy escort in tow.,FALLING FOR THE HIGHLANDER,LYNSAY SANDS,https://storage.googleapis.com/du-prd/books/images/9780062273628.jpg,https://www.amazon.com/Falling-Highlander-Lynsay-Sands-ebook/dp/B0166IFDJC?tag=NYTBSREV-20,2017-02-19,Combined Print & E-Book Fiction
15,0,1,9781420139051,Zebra,"A bounty hunter learning the ropes runs afoul of her idol in the business, as they both close in on prized quarry.",INTO THE FIRESTORM,KAT MARTIN,https://storage.googleapis.com/du-prd/books/images/9781420139051.jpg,https://www.amazon.com/Into-Firestorm-BOSS-Inc-Martin-ebook/dp/B01FBZXPFA?tag=NYTBSREV-20,2017-02-19,Combined Print & E-Book Fiction
2,0,1,9781481442909,Margaret K. McElderry,"When Ariel's estranged mother appears, a new version of the family story emerges.",THE YOU I'VE NEVER KNOWN,ELLEN HOPKINS,https://storage.googleapis.com/du-prd/books/images/9781481442909.jpg,https://www.amazon.com/You-Ive-Never-Known/dp/1481442902?tag=NYTBSREV-20,2017-02-12,Young Adult Hardcover
4,0,1,9780399583926,Berkley,A supersoldier with enhanced abilities teams up with a genetically engineered spy in this GhostWalker novel.,POWER GAME,CHRISTINE FEEHAN,https://storage.googleapis.com/du-prd/books/images/9780399583919.jpg,https://www.amazon.com/Power-GhostWalker-Novel-Christine-Feehan/dp/0399583912?tag=NYTBSREV-20,2017-02-12,Combined Print & E-Book Fiction
5,0,1,A00B01MCYGPQM,genreCrave,A boxed set of science fiction and fantasy offerings.,DARK HUMANITY,GWYNN WHITE AND VARIOUS AUTHORS,https://storage.googleapis.com/du-prd/books/images/A00B01MCYGPQM.jpg,https://www.amazon.com/Dark-Humanity-Gwynn-White-ebook/dp/B01MCYGPQM?tag=NYTBSREV-20,2017-02-12,Combined Print & E-Book Fiction
6,0,1,9780062448071,Avon,A security expert starts to sabotage Elle's love life.,ACCIDENTALLY ON PURPOSE,JILL SHALVIS,https://storage.googleapis.com/du-prd/books/images/9780062448071.jpg,https://www.amazon.com/Accidentally-Purpose-Heartbreaker-Bay-Novel-ebook/dp/B01FD9RWOO?tag=NYTBSREV-20,2017-02-12,Combined Print & E-Book Fiction
11,0,1,9780425285053,Ballantine,"A sadistic architect builds a modern house that controls its (young, female) inhabitants in this psychological thriller.",THE GIRL BEFORE,J P DELANEY,https://storage.googleapis.com/du-prd/books/images/9780425285053.jpg,https://www.amazon.com/Girl-Before-Novel-JP-Delaney-ebook/dp/B01EE0CRKW?tag=NYTBSREV-20,2017-02-12,Combined Print & E-Book Fiction
12,0,1,9780964729230,Windblown Media,"A man whose daughter was abducted is invited to an isolated shack, apparently by God.",THE SHACK,WILLIAM P YOUNG,https://storage.googleapis.com/du-prd/books/images/9780964729230.jpg,http://www.amazon.com/The-Shack-Tragedy-Confronts-Eternity/dp/0964729237?tag=NYTBSREV-20,2017-02-12,Combined Print & E-Book Fiction
1,0,1,9780062348630,Katherine Tegen,An oracle's son is able to stop the painful flow of Cyra's powers.,CARVE THE MARK,VERONICA ROTH,https://storage.googleapis.com/du-prd/books/images/9780062348630.jpg,https://www.amazon.com/Carve-Mark-Veronica-Roth/dp/0062348639?tag=NYTBSREV-20,2017-02-05,Young Adult Hardcover
1,0,1,9780316434720,"Little, Brown","Harriet Blue, a Sydney sex crimes detective, is sent to the outback (the never never) to investigate the disappearance of a mine worker. The first in a new series.",NEVER NEVER,JAMES PATTERSON AND CANDICE FOX,https://storage.googleapis.com/du-prd/books/images/9780316434720.jpg,https://www.amazon.com/Never-James-Patterson-ebook/dp/B01LZANZGP?tag=NYTBSREV-20,2017-02-05,Combined Print & E-Book Fiction
4,0,1,9780425284360,Delacorte,A group of superhuman beings fight to save Dublin (and humanity); the conclusion of the Fever series.,FEVERSONG,KAREN MARIE MONING,https://storage.googleapis.com/du-prd/books/images/9780425284360.jpg,https://www.amazon.com/Feversong-Fever-Karen-Marie-Moning-ebook/dp/B01D7CJ43G?tag=NYTBSREV-20,2017-02-05,Combined Print & E-Book Fiction
5,0,1,9781942215561,EverAfter Romance,An embittered attorney and a psychologist share an office space and a growing attraction.,EGOMANIAC,VI KEELAND,https://storage.googleapis.com/du-prd/books/images/9781942215561.jpg,https://www.amazon.com/Egomaniac-Vi-Keeland-ebook/dp/B01N4OEZRB?tag=NYTBSREV-20,2017-02-05,Combined Print & E-Book Fiction
12,0,1,9780996839440,Romig Works,Nox and Charli find their happily ever after in the conclusion to the Infidelity series.,FIDELITY,ALEATHA ROMIG,https://storage.googleapis.com/du-prd/books/images/9780996839440.jpg,https://www.amazon.com/Fidelity-Infidelity-Book-Aleatha-Romig-ebook/dp/B01K2R52GM?tag=NYTBSREV-20,2017-02-05,Combined Print & E-Book Fiction
13,0,1,9781501115073,Washington Square Press,A girl is instructed to deliver a series of letters after her grandmother dies.,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY,FREDRIK BACKMAN,https://storage.googleapis.com/du-prd/books/images/9781501115073.jpg,http://www.amazon.com/Grandmother-Asked-Tell-Shes-Sorry/dp/1501115073?tag=NYTBSREV-20,2017-02-05,Combined Print & E-Book Fiction
1,0,1,9781419724909,Amulet,Talent comes with a price for an opera singer sent to a performing arts boarding school in France.,ROSEBLOOD,A G HOWARD,https://storage.googleapis.com/du-prd/books/images/9781419724909.jpg,https://www.amazon.com/RoseBlood-G-Howard/dp/1419719092?tag=NYTBSREV-20,2017-01-29,Young Adult Hardcover
2,0,1,9780765379306,Tor Teen,"As Prince Merik defends the downtrodden, tenuous allies set off across Witchlands in search of Safi.",WINDWITCH,SUSAN DENNARD,https://storage.googleapis.com/du-prd/books/images/9781466867338.jpg,https://www.amazon.com/Windwitch-Witchlands-Novel-Susan-Dennard-ebook/dp/B01F20E8OG?tag=NYTBSREV-20,2017-01-29,Young Adult Hardcover
3,0,1,A00B01MT5HMRV,Lauren Blakely,A man shares a cramped apartment with his friend's fetching sister.,FULL PACKAGE,LAUREN BLAKELY,https://storage.googleapis.com/du-prd/books/images/A00B01MT5HMRV.jpg,https://www.amazon.com/Full-Package-Lauren-Blakely-ebook/dp/B01MT5HMRV?tag=NYTBSREV-20,2017-01-29,Combined Print & E-Book Fiction
11,0,1,9781101984772,Dutton,"Pike Logan, a member of a secret counterterrorist unit called the Taskforce, investigates a Saudi-backed Moroccan terrorist cell.",RING OF FIRE,BRAD TAYLOR,https://storage.googleapis.com/du-prd/books/images/9781101984765.jpg,https://www.amazon.com/Ring-Fire-Pike-Logan-Thriller/dp/1101984767?tag=NYTBSREV-20,2017-01-29,Combined Print & E-Book Fiction
13,0,1,9780698193000,Berkley,Spirits invade the life of a Charleston realtor.,THE GUESTS ON SOUTH BATTERY,KAREN WHITE,https://storage.googleapis.com/du-prd/books/images/9780451475237.jpg,https://www.amazon.com/Guests-South-Battery-Tradd-Street/dp/0451475232?tag=NYTBSREV-20,2017-01-29,Combined Print & E-Book Fiction
1,0,1,9781484715765,Hyperion,"A startling revelation alters Etta's course, as Nicholas discovers a formidable ancient power in the conclusion to the Passenger series.",WAYFARER,ALEXANDRA BRACKEN,https://storage.googleapis.com/du-prd/books/images/9781484715765.jpg,https://www.amazon.com/Wayfarer-Passenger-Alexandra-Bracken/dp/1484715764?tag=NYTBSREV-20,2017-01-22,Young Adult Hardcover
1,0,1,9780425285350,Delacorte,The beautiful mistress of a Russian oligarch falls in love with an artist and yearns for freedom.,THE MISTRESS,DANIELLE STEEL,https://storage.googleapis.com/du-prd/books/images/9780425285350.jpg,https://www.amazon.com/Mistress-Novel-Danielle-Steel-ebook/dp/B01E2GZ5FC?tag=NYTBSREV-20,2017-01-22,Combined Print & E-Book Fiction
3,0,1,9780399574184,Putnam,The New York lawyer Stone Barrington faces danger when he finds himself in possession of a retired C.I.A. agent’s explosive memoir.,BELOW THE BELT,STUART WOODS,https://storage.googleapis.com/du-prd/books/images/9780399573972.jpg,https://www.amazon.com/Below-Belt-Stone-Barrington-Novel/dp/0399573976?tag=NYTBSREV-20,2017-01-22,Combined Print & E-Book Fiction
7,0,1,9780345459503,Ballantine,"When her seemingly perfect marriage falters, a former artist embraces some much-needed reinvention.",DISTANT SHORES,KRISTIN HANNAH,https://storage.googleapis.com/du-prd/books/images/9780345469373.jpg,http://www.amazon.com/Distant-Shores-Novel-Kristin-Hannah/dp/0345469372?tag=NYTBSREV-20,2017-01-22,Combined Print & E-Book Fiction
8,0,1,9780062653116,HarperCollins,"A story collection conjures wizard wars, time-traveling televisions and other wonders.",THE WITCH'S VACUUM CLEANER AND OTHER STORIES,TERRY PRATCHETT,https://storage.googleapis.com/du-prd/books/images/9780062653130.jpg,https://www.amazon.com/Witchs-Vacuum-Cleaner-Other-Stories-ebook/dp/B01FD9W9O2?tag=NYTBSREV-20,2017-01-22,Young Adult Hardcover
14,0,1,9780451488022,Berkley,"Sissy is convinced she doesn't need a man, until she meets a former rodeo star.",MULBERRY MOON,CATHERINE ANDERSON,https://storage.googleapis.com/du-prd/books/images/9780451488022.jpg,https://www.amazon.com/Mulberry-Mystic-Creek-Catherine-Anderson/dp/0451488024?tag=NYTBSREV-20,2017-01-22,Combined Print & E-Book Fiction
15,0,1,9781627795951,Henry Holt,An opium-addicted surgeon clashes with a psychopath on an Arctic-bound whaler.,THE NORTH WATER,IAN MCGUIRE,https://storage.googleapis.com/du-prd/books/images/9781627795951.jpg,https://www.amazon.com/North-Water-Novel-Ian-McGuire-ebook/dp/B015MQA2W2?tag=NYTBSREV-20,2017-01-22,Combined Print & E-Book Fiction
5,0,1,9781420140668,Zebra,"In the Sisterhood's latest outing, the cohort faces a mudslinging Capitol Hill divorce.",CRASH AND BURN,FERN MICHAELS,https://storage.googleapis.com/du-prd/books/images/9781420140651.jpg,https://www.amazon.com/Crash-Burn-Sisterhood-Fern-Michaels/dp/1420140655?tag=NYTBSREV-20,2017-01-15,Combined Print & E-Book Fiction
12,0,1,A00B01HFPDRI4,Waterhouse,The oldest Steel brother turns to a therapist grappling with her own inadequacy issues.,MELT,HELEN HARDT,https://storage.googleapis.com/du-prd/books/images/9781943893201.jpg,https://www.amazon.com/Melt-Steel-Brothers-Helen-Hardt/dp/1943893209?tag=NYTBSREV-20,2017-01-08,Combined Print & E-Book Fiction
5,0,1,9780062381705,Morrow/HarperCollins,The 12th Sigma Force thriller follows a deadly pathogen in Egypt and a Russian assassin in the Arctic.,THE SEVENTH PLAGUE,JAMES ROLLINS,https://storage.googleapis.com/du-prd/books/images/9780062381705.jpg,https://www.amazon.com/Seventh-Plague-Sigma-Force-Novels-ebook/dp/B01D8K63NG?tag=NYTBSREV-20,2017-01-01,Combined Print & E-Book Fiction
14,0,1,9781449474256,Andrews McMeel,Poetic approaches to surviving adversity and loss.,MILK AND HONEY,RUPI KAUR,https://storage.googleapis.com/du-prd/books/images/9781449474256.jpg,http://www.amazon.com/Milk-Honey-Rupi-Kaur/dp/144947425X?tag=NYTBSREV-20,2017-01-01,Combined Print & E-Book Fiction
1,0,1,9780698190757,Berkley,A trilogy concludes with the guardians heading to Ireland in search of the Star of Ice.,ISLAND OF GLASS,NORA ROBERTS,https://storage.googleapis.com/du-prd/books/images/9780698190757.jpg,https://www.amazon.com/Island-Glass-Guardians-Trilogy-Roberts-ebook/dp/B01CZCW26K?tag=NYTBSREV-20,2016-12-25,Combined Print & E-Book Fiction
3,0,1,9780399176814,Putnam,"Jack Ryan Sr. is still president, while Jack Jr., working for a secret organization, works to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013.",TOM CLANCY TRUE FAITH AND ALLEGIANCE,MARK GREANEY,https://storage.googleapis.com/du-prd/books/images/9780399176814.jpg,https://www.amazon.com/Clancy-True-Faith-Allegiance-Novel/dp/0399176810?tag=NYTBSREV-20,2016-12-25,Combined Print & E-Book Fiction
8,0,1,9780698193284,Ballantine,A recruit to the Black Dagger Brotherhood is enlisted to protect an aristocrat.,BLOOD VOW,J R WARD,https://storage.googleapis.com/du-prd/books/images/9780698193284.jpg,https://www.amazon.com/Blood-Vow-Black-Dagger-Legacy-ebook/dp/B01CWZGA4U?tag=NYTBSREV-20,2016-12-25,Combined Print & E-Book Fiction
15,0,1,9780765388100,Forge Books,A canine narrator undergoes a series of reincarnations.,A DOG'S PURPOSE,W BRUCE CAMERON,https://storage.googleapis.com/du-prd/books/images/9780765330345.jpg,https://www.amazon.com/Dogs-Purpose-Novel-Humans/dp/0765330342?tag=NYTBSREV-20,2016-12-25,Combined Print & E-Book Fiction
10,0,1,9780385353793,Knopf,"In the 12th Vampire Chronicles novel, Lestat learns about an ancient sea power, a legendary empire and an unworldly force.",PRINCE LESTAT AND THE REALMS OF ATLANTIS,ANNE RICE,https://storage.googleapis.com/du-prd/books/images/9780385353793.jpg,https://www.amazon.com/Prince-Lestat-Realms-Atlantis-Chronicles/dp/0385353790?tag=NYTBSREV-20,2016-12-18,Combined Print & E-Book Fiction
13,0,1,9780062250827,Harper,"With Britain in the grip of an uneasy peace, Uhtred of Bebbanburg steps up to claim his birthright.",THE FLAME BEARER,BERNARD CORNWELL,https://storage.googleapis.com/du-prd/books/images/9780062250827.jpg,https://www.amazon.com/Flame-Bearer-Saxon-Tales-Book-ebook/dp/B01CNK63N2?tag=NYTBSREV-20,2016-12-18,Combined Print & E-Book Fiction
14,0,1,9781400065950,Random House,"A century of life in small-town Elmwood Springs, Mo.",THE WHOLE TOWN'S TALKING,FANNIE FLAGG,https://storage.googleapis.com/du-prd/books/images/9781400065950.jpg,https://www.amazon.com/Whole-Towns-Talking-Novel/dp/140006595X?tag=NYTBSREV-20,2016-12-18,Combined Print & E-Book Fiction
1,0,1,9780316407168,"Little, Brown","Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.",CROSS THE LINE,JAMES PATTERSON,https://storage.googleapis.com/du-prd/books/images/9780316407168.jpg,https://www.amazon.com/Cross-Line-James-Patterson-ebook/dp/B01C37XEUU?tag=NYTBSREV-20,2016-12-11,Combined Print & E-Book Fiction
4,0,1,9781442472426,Simon & Schuster,Teenagers become unwilling apprentices to the Grim Reapers in a world without death.,SCYTHE,NEAL SHUSTERMAN,https://storage.googleapis.com/du-prd/books/images/9781442472426.jpg,https://www.amazon.com/Scythe-Arc-Neal-Shusterman/dp/1442472421?tag=NYTBSREV-20,2016-12-11,Young Adult Hardcover
15,0,1,9780062225559,Harper/HarperCollins,"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents.",MOONGLOW,MICHAEL CHABON,https://storage.googleapis.com/du-prd/books/images/9780062225559.jpg,https://www.amazon.com/Moonglow-Novel-Michael-Chabon/dp/0062225553?tag=NYTBSREV-20,2016-12-11,Combined Print & E-Book Fiction
1,0,1,9780310759669,Zondervan,The life of the gold-medal-studded Olympic gymnast.,COURAGE TO SOAR,SIMONE BILES WITH MICHELLE BURFORD,https://storage.googleapis.com/du-prd/books/images/9780310759669.jpg,https://www.amazon.com/Courage-Soar-Body-Motion-Balance/dp/0310759668?tag=NYTBSREV-20,2016-12-04,Young Adult Hardcover
1,0,1,9780345543028,Bantam,The bounty hunter Stephanie Plum juggles investigating a crime in an ice cream factory and the two men in her life.,TURBO TWENTY-THREE,JANET EVANOVICH,https://storage.googleapis.com/du-prd/books/images/9780345543028.jpg,https://www.amazon.com/Turbo-Twenty-Three-Stephanie-Plum-Novel-ebook/dp/B01B0K7EM0?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
2,0,1,9781455586493,Grand Central,"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30  years ago.",NO MAN'S LAND,DAVID BALDACCI,https://storage.googleapis.com/du-prd/books/images/9781455586516.jpg,https://www.amazon.com/No-Mans-Land-John-Puller/dp/145558651X?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
5,0,1,9780062436726,Morrow,"In the 24th novel in this series, the forensic pathologist Kay Scarpetta investigates a death that seems to have been (but was not) caused by lightning. Is her old nemesis Carrie Grethen involved?",CHAOS,PATRICIA CORNWELL,https://storage.googleapis.com/du-prd/books/images/9780062436726.jpg,https://www.amazon.com/Chaos-Scarpetta-Novel-Kay-Book-ebook/dp/B01BKD6YYQ?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
6,0,1,9780399575525,Putnam,"Trying to locate an Ottoman shipwreck, the NUMA director Dirk Pitt encounters more than he expected.",ODESSA SEA,CLIVE CUSSLER AND DIRK CUSSLER,https://storage.googleapis.com/du-prd/books/images/9780399575518.jpg,https://www.amazon.com/Odessa-Sea-Dirk-Pitt-Adventure/dp/0399575510?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
8,0,1,9781501108600,Simon & Schuster,"A woman just released from prison begs Laurie Morgan, the producer of the TV show “Under Suspicion,” to help clear her name.",THE SLEEPING BEAUTY KILLER,MARY HIGGINS CLARK AND ALAFAIR BURKE,https://storage.googleapis.com/du-prd/books/images/9781501108600.jpg,https://www.amazon.com/Sleeping-Beauty-Killer-Under-Suspicion-ebook/dp/B01E4BC1VQ?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
10,0,1,9781481472678,Simon & Schuster,A bodyguard bred to kill impersonates the elite daughter she's assigned to protect.,THE DIABOLIC,S J KINCAID,https://storage.googleapis.com/du-prd/books/images/9781481472678.jpg,https://www.amazon.com/Diabolic-S-J-Kincaid/dp/1481472674?tag=NYTBSREV-20,2016-12-04,Young Adult Hardcover
13,0,1,9780345511492,Del Rey,"This novel sets the stage for “Rogue One: A Star Wars Story,” to be released this month.",CATALYST,JAMES LUCENO,https://storage.googleapis.com/du-prd/books/images/9780345511492.jpg,https://www.amazon.com/Catalyst-Star-Wars-Rogue-Novel/dp/0345511492?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
14,0,1,9781501119811,Simon & Schuster,"A man struggling with the aftermath of a divorce sets out to find the anonymous writer of a blog about loneliness, and discovers more than he expected.",THE MISTLETOE SECRET,RICHARD PAUL EVANS,https://storage.googleapis.com/du-prd/books/images/9781501119811.jpg,https://www.amazon.com/Mistletoe-Secret-Novel-Collection/dp/1501119818?tag=NYTBSREV-20,2016-12-04,Combined Print & E-Book Fiction
1,0,1,9781250044655,Feiwel & Friends,"Cath is a baker in love with a jester, before she becomes Wonderland's hectoring Queen of Hearts.",HEARTLESS,MARISSA MEYER,https://storage.googleapis.com/du-prd/books/images/9781250080271.jpg,https://www.amazon.com/Heartless-Marissa-Meyer-ebook/dp/B00XHJM7R0?tag=NYTBSREV-20,2016-11-27,Young Adult Hardcover
1,0,1,9780804178815,Delacorte,"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.",NIGHT SCHOOL,LEE CHILD,https://storage.googleapis.com/du-prd/books/images/9780804178815.jpg,https://www.amazon.com/Night-School-Jack-Reacher-Novel-ebook/dp/B019B6WTRU?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
5,0,1,9781466867512,St. Martin's,The final installment of the Clifton Chronicles.,THIS WAS A MAN,JEFFREY ARCHER,https://storage.googleapis.com/du-prd/books/images/9781466867512.jpg,https://www.amazon.com/This-Was-Man-Clifton-Chronicles-ebook/dp/B01BSNQJIY?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
6,0,1,9780698406216,Jove,"When two shifters meet in a San Antonio bakery, their feral sides leap to life.",LEOPARD'S FURY,CHRISTINE FEEHAN,https://storage.googleapis.com/du-prd/books/images/9780515156225.jpg,https://www.amazon.com/Leopards-Leopard-Novel-Christine-Feehan/dp/0515156221?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
10,0,1,9780316387835,"Little, Brown","A specialist in chemically controlled torture, on the run from her former employers, takes on one last job — pursuing a man with whom she joins forces. By the author of the Twilight series.",THE CHEMIST,STEPHENIE MEYER,https://storage.googleapis.com/du-prd/books/images/9780316387859.jpg,https://www.amazon.com/Chemist-Stephenie-Meyer-ebook/dp/B01I9FFDI6?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
11,0,1,9780451477798,Signet,A duke helps transform a rags-to-riches orphan into a lady. A Westcott novel.,SOMEONE TO LOVE,MARY BALOGH,https://storage.googleapis.com/du-prd/books/images/9780451477798.jpg,https://www.amazon.com/Someone-Love-Westcott-Novel-Balogh/dp/0451477790?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
13,0,1,9781429952118,Tor,In this volume of the Safehold science fiction series. the island realm of Charis prepares for a final battle against the monstrous Church of God Awaiting.,AT THE SIGN OF TRIUMPH,DAVID WEBER,https://storage.googleapis.com/du-prd/books/images/9781429952118.jpg,https://www.amazon.com/Sign-Triumph-Safehold-David-Weber-ebook/dp/B01CXNZCZ4?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
15,0,1,9780062463562,Avon Impulse,Rory's only ride home for Christmas is with the man she's longed for since high school.,ONE SNOWY NIGHT,JILL SHALVIS,https://storage.googleapis.com/du-prd/books/images/9780062463562.jpg,https://www.amazon.com/One-Snowy-Night-Heartbreaker-Christmas-ebook/dp/B01CY36WHK?tag=NYTBSREV-20,2016-11-27,Combined Print & E-Book Fiction
